"id","mssubclass","lotshape","landcontour","landslope","bldgtype","housestyle","overallqual","overallcond","lotfrontage","lotarea","garagearea","grlivarea","totalbsmtsf","saleprice","moderately_irregular","slightly_irregular","regular","irregular","depression","hillside","banked","near_flat_level","gentle_slope","moderate_slope","severe_slope","ordinal_encoded_overallqual","ordinal_encoded_overallcond","mean_encoded_mssubclass","mean_encoded_bldgtype","mean_encoded_housestyle","norm_lotfrontage","norm_lotarea","norm_garagearea","norm_grlivarea","norm_totalbsmtsf","norm_saleprice","std_lotfrontage","std_lotarea","std_garagearea","std_grlivarea","std_totalbsmtsf","std_saleprice"
1167,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average","64","10475","776","1694","1694","245350",0,1,0,0,0,0,0,1,1,0,0,8,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.02071903550694056336","-0.00019550857553007081","0.21369524895183260233","0.03363532429726130627","0.10418503239692397373","0.08947202348227890710","-0.24912580635819122549","-0.00419065944799150748","1.4172731588015602","0.33975826120625446458","1.4510207933526321","0.81101176034907445268"
1168,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Average","58","10852","472","1671","959","173000",0,1,0,0,0,0,0,1,1,0,0,5,4,"239948.501672240803","185763.807377049180","210051.764044943820","-0.04126698071242001541","0.00156662655265708009","-0.00069121085070618470","0.02930224215709551878","-0.01610956662107929959","-0.01100013316263152201","-0.49619442191243371928","0.03358010433336197347","-0.00458426001786815525","0.29598878716772185765","-0.22436347718384655226","-0.09970979768963187637"
1169,"2-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Good","120","13728","540","2108","1127","235000",0,0,1,0,0,0,0,1,1,0,0,5,7,"166772.416666666667","185763.807377049180","210051.764044943820","0.17106178641086765582","0.01500933379049858141","0.04726365515775643872","0.11163080282024548110","0.01138634172589287717","0.07509901973279966810","2.0568479388147387","0.32171993625689675123","0.31346279419174081502","1.1276087938998414","0.15858149893877713597","0.68072885605466380298"
1170,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Excellent","Average","118","35760","807","3627","1930","625000",0,1,0,0,0,0,0,1,1,0,0,10,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.16421247134237450514","0.11798907157357367080","0.23555702610274938653","0.39780261894684683755","0.14281023697957536489","0.61669046536535070268","1.9744917336299912","2.5290553941634747","1.5622651982206466","4.0182971010533644","1.9889673074296511","5.5899397425107173"
1171,"SPLIT OR MULTI-LEVEL","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Above Average","Above Average","76","9880","358","1118","1096","171000",0,0,1,0,0,0,0,1,1,0,0,5,5,"169736.551724137931","185763.807377049180","166703.384615384615","0.02037685490401834075","-0.00297659717306682091","-0.08108613327665822983","-0.07488012408254276306","0.00631269197139205884","-0.01377752519151639911","0.24501142475029376209","-0.06380234233898705434","-0.53778079207515378190","-0.75638161036743169160","0.08791903310662633636","-0.12488523813299625312"
1172,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Above Average","76","9120","433","1261","1261","163000",0,0,1,0,0,0,0,1,1,0,0,5,5,"185224.811567164179","185763.807377049180","175985.477961432507","0.02037685490401834075","-0.00652891202034065297","-0.02819473694379504224","-0.04793965686325112779","0.03331760195502544673","-0.02488709330705590751","0.24501142475029376209","-0.13994499611572086209","-0.18699359993220271174","-0.48424966308438113547","0.46402570608420317302","-0.22558699990645376014"
1173,"2-STORY PUD - 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Townhouse End Unit","Two story","Good","Average","35","4017","625","1250","625","171900",0,1,0,0,0,0,0,1,1,0,0,7,4,"138647.380952380952","181959.342105263158","210051.764044943820","-0.12003410400009124829","-0.03038083658039113324","0.10720723766833471798","-0.05001200049550433050","-0.07077405107279779386","-0.01252769877851820442","-1.4432907815370299","-0.65120284114555325810","0.71102161195375202787","-0.50518288979846194748","-0.98569456066572936101","-0.11355628993348228358"
1174,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Above Average","138","18030","0","3086","1598","200500",0,1,0,0,0,0,1,0,1,0,0,4,5,"143302.972222222222","185763.807377049180","143116.740259740260","0.23270562202730601199","0.03511730546546177289","-0.33355439843885851192","0.29588099121512114049","0.08847308477008272987","0.02718900723453553812","2.7980537854774662","0.75272743171414522616","-2.2122049892375069","2.9887629508426627","1.2321950927111328","0.24645250840662830399"
1175,"2-STORY 1945 & OLDER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Very Good","80","16560","360","2345","952","239000",0,1,0,0,0,0,0,1,1,0,0,5,8,"166772.416666666667","185763.807377049180","210051.764044943820","0.03407548504100464212","0.02824638069507686088","-0.07967569604111521150","0.15628038835151903046","-0.01725522946886980696","0.08065380379056942230","0.40972383511978875795","0.60545150927756799275","-0.52842646695134175336","1.5786246785577643","-0.24031951785562253927","0.73107973694139255649"
1176,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Very Good","Average","85","10678","541","2872","1683","285000",0,0,1,0,0,0,0,1,1,0,0,8,4,"143302.972222222222","185763.807377049180","143116.740259740260","0.05119877271223751884","0.00075333341657070275","0.04796887377552794788","0.25556448782401337862","0.10238470506468174787","0.14453382045492159561","0.61561434808165750278","0.01614744412658344380","0.31813995675364682929","2.5815165402232723","1.4259470151541270","1.3101148671387732"
1177,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average","37","6951","264","923","876","119500",0,1,0,0,0,0,0,1,1,0,0,4,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.11318478893159809760","-0.01666703163052083947","-0.14737668334718009161","-0.11161712483612226569","-0.02969385467345245835","-0.08529536993530198445","-1.3609345763522824","-0.35725212248642563711","-0.97743407289431912316","-1.1274706293897734","-0.41355653086347611252","-0.77315282954962895452"
1178,"1-1/2 STORY FINISHED ALL AGES","Regular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Very Good","NA","3950","210","1224","818","115000",0,0,1,0,0,0,1,0,1,0,0,5,8,"143302.972222222222","185763.807377049180","143116.740259740260",NULL,"-0.03069400117876922106","-0.18545848870684158667","-0.05491026726264826419","-0.03918648969800237651","-0.09154450200029295792",NULL,"-0.65791541720218637010","-1.2300008512372439","-0.55466142566810750314","-0.54576372500104857631","-0.82979757054719880222"
1179,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Above Average","54","7681","186","1343","731","154900",0,1,0,0,0,0,0,1,1,0,0,4,5,"143302.972222222222","185763.807377049180","143116.740259740260","-0.05496561084940631678","-0.01325493973774465867","-0.20238373553335780670","-0.03249127705918179847","-0.05342544223482725376","-0.03613553102403965977","-0.66090683228192871514","-0.28411509977982605862","-1.3422527527229882","-0.32820197303396053684","-0.74407451620740727200","-0.32754753370207948599"
1180,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average","77","8335","0","1124","0","93000",0,0,1,0,0,0,0,1,1,0,0,4,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.02380151243826491610","-0.01019807932969586109","-0.33355439843885851192","-0.07374975482858647067","-0.17306537676837880859","-0.12209581431802660603","0.28618952734266751106","-0.21859234245089986089","-2.2122049892375069","-0.74496348670520579414","-2.4103410492171568","-1.1067274154242069"
1181,"2-STORY 1946 & NEWER","Moderately Irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","NA","11170","693","2514","1216","250000",1,0,0,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820",NULL,"0.00305298987033218351","0.15516210367679734140","0.18811912233795459942","0.02595262650494361367","0.09592945994943624635",NULL,"0.06543979367678480355","1.0290686661633610","1.9002351617104605","0.36145115890850039938","0.86954465937989662863"
1182,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular","Hillside - Significant slope from side to side","Moderate Slope","Townhouse End Unit","One story","Very Good","Average","64","5587","482","1652","1600","392500",0,1,0,0,0,1,0,0,0,1,0,8,4,"200779.080459770115","181959.342105263158","175985.477961432507","-0.02071903550694056336","-0.02304250196168071701","0.00636097532700890698","0.02572273951956725955","0.08880041701230858912","0.29381864200748373976","-0.24912580635819122549","-0.49390814847519526050","0.04218736560119198743","0.25983139557067318235","1.2367539614744974","2.6632947909696085"
1183,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Excellent","Average","160","15623","813","4476","2396","745000",0,1,0,0,0,0,0,1,1,0,0,10,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.30804808778073066952","0.02386675041626688635","0.23978833780937844154","0.55774986838166221057","0.21907864941820056948","0.78333398709844332870","3.7039720425096887","0.51157563218704223240","1.5903281735920827","5.6339615992583289","3.0511837292935954","7.1004661691125799"
1184,"1-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average","60","10800","720","1130","1120","120000",0,0,1,0,0,0,0,1,1,0,0,4,5,"95829.724637681159","185763.807377049180","175985.477961432507","-0.03441766564392686473","0.00132357343152781790","0.17420300635662808893","-0.07261938557463017828","0.01024067887810236980","-0.08460102192808076517","-0.41383821672768622135","0.02837034381179597610","1.1553520553348234","-0.73354536304297989668","0.14262545826700114896","-0.76685896943878786033"
1185,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Moderate Slope","Single-family Detached","One story","Average","Below Average","50","35133","995","1572","1572","186700",0,0,1,0,0,0,0,1,0,1,0,4,3,"185224.811567164179","185763.807377049180","175985.477961432507","-0.06866424098639261815","0.11505841182457275935","0.36813812624379311008","0.01065114946681669437","0.08421776562114655966","0.00802500223522988613","-0.82561924265142371100","2.4662377047976693","2.4415717598589773","0.10758974674099454955","1.1729297987873935","0.07274196934741410439"
1186,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Good","60","9738","392","1221","784","104900",0,0,1,0,0,0,0,1,1,0,0,4,7,"143302.972222222222","185763.807377049180","143116.740259740260","-0.03441766564392686473","-0.00364031915768903690","-0.05710870027242691812","-0.05547545188962641038","-0.04475113781584198372","-0.10557033174616158728","-0.41383821672768622135","-0.07802899607095573947","-0.37875726497034929676","-0.56037048749922045187","-0.62326449397824622750","-0.95693354478618890482"
1187,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Slightly irregular","Banked - Quick and significant rise from street grade to building","Moderate Slope","Two-family Conversion; originally built as one-family dwelling","Two story","Fair","Average","107","10615","420","1699","978","95000",0,1,0,0,0,0,1,0,0,1,0,6,4,"129613.333333333333","128432.258064516129","210051.764044943820","0.12654123846566217637","0.00045886521212563509","-0.03736257897482466142","0.03457729867555821660","-0.01299991031993363674","-0.11931842228914172893","1.5215326051138800","0.00983561887930156237","-0.24779671323698089723","0.34927336425810937913","-0.18105422393188315895","-1.0815519749808426"
1188,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average","89","12461","757","1624","1624","262000",0,0,1,0,0,0,0,1,1,0,0,8,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.06489740284922382021","0.00908725101221444296","0.20029609521417392814","0.02044768300110456174","0.09272840391901890008","0.11259381212274550896","0.78032675845115249864","0.19478211739489446909","1.3284070701253459","0.20654681848028566087","1.2914603866348722","1.0205973020400829"
1189,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","68","8935","493","1660","831","195000",0,1,0,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820","-0.00702040536995426199","-0.00739362023974283578","0.01411838012249550783","0.02722989852484231607","-0.03705883012353429141","0.01955117915510212609","-0.08441339598869622963","-0.15847972104821527582","0.09363615378215814439","0.27505556045364104564","-0.51613107803917888615","0.17722004718737626792"
1190,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","60","7500","442","1804","994","189000",0,0,1,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820","-0.03441766564392686473","-0.01410095156321382131","-0.02184776938385145973","0.05435876061979333340","-0.01038125238212676277","0.01121900306844749479","-0.41383821672768622135","-0.30224907390296924178","-0.14489913687504858332","0.54909052834706258468","-0.14458327382496661721","0.10169372585728313766"
1191,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular","Depression","Moderate Slope","Two-family Conversion; originally built as one-family dwelling","One story","Below Average","Below Average","NA","32463","1356","1622","1249","168000",0,0,1,0,1,0,0,0,0,1,0,3,3,"129613.333333333333","128432.258064516129","175985.477961432507",NULL,"0.10257856887428179672","0.62272204725930791968","0.02007089324978579761","0.03135360850167029124","-0.01794361323484371476",NULL,"2.1987365395557229","4.1300274447070485","0.20274077725954369505","0.43667249350401576671","-0.16264839879804281825"
